barcode,desc_corta,nombre,lote,stock_inicial,cantidad_sistema,costo,caducidad,almacen,cantidad_fisica
7501089800091,Neugeron,Neugeron   (Carbamazepina ) 200 mg  20 Tableta,23110141,2,1,292.75,2025-12-31,ALLY-Farmacia,
7501384503246,Clopsine,Clopsine (Clozapina) 25 mg 30 Cap,8531223,16,8,256.3,2025-12-31,ALLY-Farmacia,
7501123013340,Bedoyecta,"Bedoyecta   ( Tiamina, Acido Ascorbico, Acido Fólico ) 39.11 mg/100 mg/0.5 mg  30 Capsula",426669,1,1,273.88,2025-12-31,ALLY-Farmacia,
7506246000192,Pan Puerco Cali 50g,Pan Puerco Cali 50g   1 Pomada,L004,1,1,17.33,2025-12-31,ALLY-Farmacia,
7501298206455,Dabex XR,Dabex XR (Metformina) 500 mg 30 Tab,M36995,4,1,358.85,2025-12-31,ALLY-Farmacia,
20800753067,Pepto-Bismol Sab. Original 118ml,Pepto-Bismol Sab. Original 118ml (subsalicilato de bismuto) 1.75 mg 1 Suspensión,4038171951,1,1,76.0,2025-12-31,ALLY-Farmacia,
7501342801148,Prednisona,Prednisona (Prednisona) 5 mg 20 Tab,23028003,1,1,11.63,2025-12-31,ALLY-Farmacia,
7502213140274,Bioyetin,Bioyetin   (Eritropoyetina ) 4000 UI  6 Solución inyectable,9128230102,6,3,950.0,2026-01-16,ALLY-Farmacia,
765438989,Certum HCG Prueba Embarazo FHC-201-A,Certum HCG Prueba Embarazo FHC-201-A    50 Otros,HCG24110115,3,2,214.0,2026-01-28,ALLY-Farmacia,
7501326000925,Arcoxia,Arcoxia   (Etoricoxib ) 120 mg  7 Comprimido,B116629,2,2,928.47,2026-01-30,ALLY-Farmacia,
7501287624529,Celebrex,Celebrex   (Celecoxib ) 200 mg  30 Capsula,HK9182,3,1,1638.06,2026-01-31,ALLY-Farmacia,
7501070647025,Eturion,Eturion   (Atorvastatina ) 20 mg  30 Tableta,LL0210,3,1,353.59,2026-01-31,ALLY-Farmacia,
7501043100434,Mekinist,Mekinist   (Trametinib ) 0.5 mg  30 Comprimido,NV8363,2,2,32569.0,2026-01-31,ALLY-Farmacia,
7501943475014,Diapro T Grande,Diapro T Grande   ()  10 Pañal,PA404701,5,1,108.63,2026-01-31,ALLY-Farmacia,
7506335702501,Eccer,Eccer   (Pantoprazol  ) 40 mg  28 Tableta,M2402987,4,4,44.24,2026-01-31,ALLY-Farmacia,
7502009746215,Sanzadoll Duo,"Sanzadoll Duo   (Paracetamol, Tramadol ) 325 mg/37.5 mg  20 Tableta",240484,2,1,38.96,2026-01-31,ALLY-Farmacia,
7501385491085,Danzen,Danzen   (Serratiopeptidasa ) 10 mg  20 Tableta,361BB144,3,2,316.16,2026-01-31,ALLY-Farmacia,
7502223555082,Lezomiv,Lezomiv   (Ácido Zoledrónico ) 4 mg  1 Solución inyectable,2300128A,1,1,2646.83,2026-01-31,ALLY-Farmacia,
7501287619235,Ativan,Ativan   (Lorazepam ) 1 mg  40 Tableta,HW3384,1,1,475.76,2026-01-31,ALLY-Farmacia,
7501007532363,Dramamine,Dramamine   (Dimenhidrinato ) 50 mg  24 Tableta,AV1660,1,1,147.8,2026-01-31,ALLY-Farmacia,
7501022110263,Piascledine 300,"Piascledine 300   (Persea gratissima, Glycine max ) 100 mg/200 mg  15 Capsula",N158,1,1,622.81,2026-01-31,ALLY-Farmacia,
7501065084996,Voltaren Emugel 2.32% 12H 50g,Voltaren Emugel 2.32% 12H 50g   (Diclofenaco ) 2.32 %  1 Gel,WH5T,2,1,135.24,2026-01-31,ALLY-Farmacia,
7506317100660,Skudexa,"Skudexa   (Tramadol, Dexketoprofeno ) 75 mg/25 mg  20 Tableta",39075,1,1,676.51,2026-01-31,ALLY-Farmacia,
7501043100434,Mekinist,Mekinist   (Trametinib ) 0.5 mg  30 Comprimido,NV8363,2,2,32569.0,2026-01-31,ALLY-Farmacia,
7501065084620,Voltaren Emulgel 12 H ,Voltaren Emulgel 12 H  100 g (Diclofenaco ) 2.32 %  1 Gel,WH5S,2,1,311.51,2026-01-31,ALLY-Farmacia,
7501088531002,Glucoven,Glucoven   (Glibenclamida ) 5 mg  30 Tableta,BDA126,1,1,76.67,2026-01-31,ALLY-Farmacia,
7501043100434,Mekinist,Mekinist   (Trametinib ) 0.5 mg  30 Comprimido,NV8363,4,4,32569.0,2026-01-31,ALLY-Farmacia,
7501098607834,Brilinta,Brilinta (Ticagrelor) 90 mg 30 Tab,61320,5,1,656.63,2026-01-31,ALLY-Farmacia,
7501318612082,Thioctacid 600 Hr ,Thioctacid 600 Hr    30 Tab,2301180,4,3,1001.89,2026-01-31,ALLY-Farmacia,
7501124819170,Cosentyx ,Cosentyx    (Secukinumab ) 150 mg  2 Solución inyectable,SLMH7,1,1,17000.0,2026-01-31,ALLY-Farmacia,
7501249605801,Ifa Acxion,Ifa Acxion   (Fentermina ) 15 mg  30 Tableta,2402252,3,3,213.3,2026-01-31,ALLY-Farmacia,
5391189330671,Triplixam,"Triplixam   (Perindopril , Indapamida, Amlodipino ) 10 mg/2.5 mg/5 mg  30 Comprimido",739714,2,1,861.67,2026-01-31,ALLY-Farmacia,
7501101627224,Tiaminal B 12,Tiaminal B 12 (Trivalente A.P Cianocobalamina/Piridoxina/Tiamina) 50 mg 30 Cap,24A327V3,1,1,317.44,2026-01-31,ALLY-Farmacia,
7501326004985,Isentress,Isentress   (Raltegravir ) 400 mg  60 Comprimido,Y008779,2,1,10800.0,2026-01-31,ALLY-Farmacia,
7501298214207,Dabex XR ,Dabex XR  (Metformina) 750 mg 60 Tab,1137004,1,1,585.64,2026-01-31,ALLY-Farmacia,
7501326003186,Invanz,Invanz   (Ertapenem ) 1 g  1 Solución inyectable,B000658,56,18,1200.0,2026-01-31,ALLY-Farmacia,
7502216934511,Omnitrope,Omnitrope (Somatropina) 10 mg 1 Solución,PD5824,100,65,2523.0,2026-01-31,ALLY-Farmacia,
7502216792197,Retoflam-F,"Retoflam-F   (Meloxicam, Metocarbamol ) 15 mg/215 mg  10 Tableta",4an5c9a,5,5,11.95,2026-01-31,ALLY-Farmacia,
7501277028511,Gobrosan,Gobrosan   (Ibuprofeno ) 400 mg  20 Tableta,0224A24,1,1,30.36,2026-01-31,ALLY-Farmacia,
7501122967019,Supra,Supra (Lidamidina clorhidrato) 4 mg 30 Tab,419762,1,1,423.49,2026-01-31,ALLY-Farmacia,
7501124820336,Co-Diovan,"Co-Diovan   (Valsartán, Hidroclorotiazida ) 160 mg/12.5 mg  30 Tableta",TFJT5,2,2,1140.15,2026-01-31,ALLY-Farmacia,
7501124820343,Co-Diovan,"Co-Diovan   (Valsartán, Hidroclorotiazida ) 160 mg/25 mg  30 Tableta",TFNJ6,1,1,1173.04,2026-01-31,ALLY-Farmacia,
7501385491085,Danzen,Danzen   (Serratiopeptidasa ) 10 mg  20 Tableta,361BB146,2,1,298.53,2026-01-31,ALLY-Farmacia,
7502223555082,Lezomiv,Lezomiv   (Ácido Zoledrónico ) 4 mg  1 Solución inyectable,2300128A,2,1,2646.83,2026-01-31,ALLY-Farmacia,
7501101630040,Dotbal S Tabletas Recubiertas,"Dotbal S Tabletas Recubiertas (Rifampicina,Isoniazida) 300 mg/400 mg 90 Tab",24A365V2,1,1,2631.28,2026-01-31,ALLY-Farmacia,
7501349021419,Levofloxacino,Levofloxacino (Levofloxacino) 500 mg 7 Tab,U24F345,15,15,30.0,2026-02-28,ALLY-Farmacia,
7501349013223,Deflazacort,Deflazacort (Deflazacort) 30 mg 10 Tab,U24F428,2,2,90.87,2026-02-28,ALLY-Farmacia,
843544021401,Pruebas SARS-CoV-2 Ag Test REF 8C820001PC C/20,Pruebas SARS-CoV-2 Ag Test REF 8C820001PC C/20   ()  20 Prueba,SC241K1111120,6,1,1577.39,2026-02-28,ALLY-Farmacia,
7502247375543,Bonglixan,Bonglixan (Insulina Glargina) 10 mg 1 Solución inyectable,P24B0001,1,1,224.99,2026-02-28,ALLY-Farmacia,
7501300407023,Dolac,Dolac   (Ketorolaco ) 30 mg  4 Tabletas sublinguales,240278,2,1,124.38,2026-02-28,ALLY-Farmacia,
812608030088,One Touch Delica Plus 30 G 0.32 mm,One Touch Delica Plus 30 G 0.32 mm   ()  100 Tiras,l022026,1,1,149.01,2026-02-28,ALLY-Farmacia,
8027950210473,Elicuis ,Elicuis  (Apixabán) 5 mg 60 Tab,G8958,2,1,1873.95,2026-02-28,ALLY-Farmacia,
7501385494215,Keral,Keral 2 ml (Dexketoprofeno ) 50 mg  3 Solución,4035A,1,1,487.83,2026-02-28,ALLY-Farmacia,
7502216936195,Sirdalud,Sirdalud   (Tizanidina ) 2 mg  20 Tableta,A00WK0,2,1,522.86,2026-02-28,ALLY-Farmacia,
7501298204987,Concor,Concor   (Bisoprolol ) 2.5 mg  30 Tableta,M40779,3,3,726.65,2026-02-28,ALLY-Farmacia,
7503008344891,Gelcupro,Gelcupro   (Isotretinoina ) 20 mg  30 Capsula,S245,1,1,689.92,2026-02-28,ALLY-Farmacia,
7501088505126,Neuralin,"Neuralin   ( Tiamina, Lidocaína, Dexametasona ) 200 mg/30 mg/4 mg  2 Solución inyectable",BDB047,1,1,130.58,2026-02-28,ALLY-Farmacia,
7501070646974,Eturion,Eturion   (Atorvastatina ) 10 mg  30 Tableta,LL0209,1,1,265.96,2026-02-28,ALLY-Farmacia,
812608030088,One Touch Delica Plus 30 G 0.32 mm,One Touch Delica Plus 30 G 0.32 mm   ()  100 Tiras,l022026,1,1,149.01,2026-02-28,ALLY-Farmacia,
7501088504808,Fabroven,"Fabroven   (Ruscus aculeatus, Hesperidina, Acido Ascorbico ) 150 mg/150 mg/100 mg  30 Capsula",4G2C5,1,1,731.0,2026-02-28,ALLY-Farmacia,
7502003388107,Vomisin,Vomisin (Dimenhidrinato) 50 mg 20 Tab,24050,15,9,34.02,2026-02-28,ALLY-Farmacia,
7501298213569,Dabex XR,Dabex XR (Metformina) 750 mg 30 Tab,M41569,1,1,541.0,2026-02-28,ALLY-Farmacia,
7502216792197,Retoflam-F,"Retoflam-F   (Meloxicam, Metocarbamol ) 15 mg/215 mg  10 Tableta",4BN342A,4,4,15.56,2026-02-28,ALLY-Farmacia,
30382904050819,BD Needles Aguja Spinal para Anestesia  REF 405081,BD Needles Aguja Spinal para Anestesia  REF 405081   ()  25 Agujas,1057815,1,1,1999.0,2026-02-28,ALLY-Farmacia,
7502215787613,Adriphel,Adriphel   (Carbonato De Calcio / Vitamina D3 ) 2 g  10 Comprimido,VB032B2A,3,3,48.18,2026-02-28,ALLY-Farmacia,
7501559610007,Glindeka,Glindeka 4 ml (Bendamustina ) 100 mg  1 Solución inyectable,F224C025,3,3,8150.0,2026-02-28,ALLY-Farmacia,
7501159551014,Pulmonarom,Pulmonarom    10 Ampolletas,EMGA008,4,3,702.91,2026-02-28,ALLY-Farmacia,
7501298204987,Concor,Concor   (Bisoprolol ) 2.5 mg  30 Tableta,M40779,3,3,726.65,2026-02-28,ALLY-Farmacia,
4015630064076,Accu-Check Active,Accu-Check Active   ()  50 Tiras,29518831,7,5,277.01,2026-02-28,ALLY-Farmacia,
7501384543983,Risperidona,Risperidona   (Risperidona ) 2 mg  40 Tableta,6160224,9,3,51.86,2026-02-28,ALLY-Farmacia,
7502009744570,Sinfonil,Sinfonil (Oxcarbazepina) 300 mg 20 Tab,231045,30,8,80.33,2026-02-28,ALLY-Farmacia,
7501249600219,Celecoxib,Celecoxib   (Celecoxib ) 200 mg  30 Capsula,2403413,2,2,153.26,2026-02-28,ALLY-Farmacia,
7501125166662,Hidrocortisona,Hidrocortisona   (Hidrocortisona ) 100 mg  1 Solución inyectable,Z24M012,50,45,30.3,2026-03-04,ALLY-Farmacia,
7502241941935,Janumet XR,"Janumet XR (Sitagliptina,Metformina) 50 mg/1000 mg 56 Tab",B119925,1,1,1513.79,2026-03-12,ALLY-Farmacia,
7501537102982,Celesbitan 2 ml,Celesbitan 2 ml (Betametasona) 8 mg 1 ,4030260,20,12,19.22,2026-03-12,ALLY-Farmacia,
7502241941935,Janumet XR,"Janumet XR (Sitagliptina,Metformina) 50 mg/1000 mg 56 Tab",B119925,1,1,1513.79,2026-03-13,ALLY-Farmacia,
7613326004930,Alecensa,Alecensa   (Alectinib ) 150 mg  224 Capsula,B1856M2,1,1,55000.0,2026-03-27,ALLY-Farmacia,
7502265600016,Maxopress,"Maxopress   (Olmesartán, Amlodipino ) 40 mg/10 mg  14 Tableta",240712,1,1,683.55,2026-03-30,ALLY-Farmacia,
8901120007561,Segmir,Segmir   (Mirtazapina ) 15 mg  10 Tableta,M404841,4,2,430.02,2026-03-30,ALLY-Farmacia,
7502003386561,RAYPID,RAYPID   (Gemfibrozilo ) 600 mg  14 Tableta,24085,1,1,458.0,2026-03-30,ALLY-Farmacia,
7501300420695,Levigrix,Levigrix (Levocetirizina) 5 mg 20 Solución,240090,1,1,193.13,2026-03-30,ALLY-Farmacia,
7502241940013,Zolinza,Zolinza   (Vorinostat	 ) 100 mg  120 Capsula,B120396,1,1,136785.0,2026-03-30,ALLY-Farmacia,
4015630067084,Accu-Check Instant ,Accu-Check Instant    ()  50 Tiras,303218,2,2,261.3,2026-03-30,ALLY-Farmacia,
5056227208250,Inderalici,Inderalici   (Propranolol ) 10 mg  50 Tableta,80594,3,1,139.75,2026-03-30,ALLY-Farmacia,
7506442701817,Donepezilo,Donepezilo   (Donepezilo ) 5 mg  28 Tableta,DNP24008C,2,1,193.73,2026-03-30,ALLY-Farmacia,
7501098611305,Nexium-Mups ,Nexium-Mups  (Esomeprazol) 20 mg 14 Tab,80794,3,1,526.62,2026-03-30,ALLY-Farmacia,
7502009746017,Diclofenaco,Diclofenaco (Diclofenaco) 100 mg 20 Tab,241805,80,54,7.11,2026-03-30,ALLY-Farmacia,
5056227208267,Inderalici,Inderalici   (Propranolol ) 40 mg  30 Tableta,80577,1,1,256.76,2026-03-30,ALLY-Farmacia,
7730979097321,Tim Asf Xr,Tim Asf Xr (Quetiapina) 300 mg 30 Tab,98818,1,1,2005.56,2026-03-30,ALLY-Farmacia,
7501168870625,Prosgutt 160/120 Mg 40 Cápsula,Prosgutt 160/120 Mg 40 Cápsula   40 Cap,4411124,5,1,647.7,2026-03-30,ALLY-Farmacia,
5391189330671,Triplixam,"Triplixam   (Perindopril , Indapamida, Amlodipino ) 10 mg/2.5 mg/5 mg  30 Comprimido",745568,2,1,947.83,2026-03-30,ALLY-Farmacia,
5056227208267,Inderalici,Inderalici   (Propranolol ) 40 mg  30 Tableta,80577,1,1,256.76,2026-03-30,ALLY-Farmacia,
7501590241093,Etagerin,Etagerin   (Silamarina ) 150 mg  60 Comprimido,24M01568,3,3,67.2,2026-03-31,ALLY-Farmacia,
7502216806894,Cortax,Cortax   (Celecoxib ) 200 mg  30 Capsula,4CN174B,1,1,1106.25,2026-03-31,ALLY-Farmacia,
7506335703393,Ac-Vonda ,Ac-Vonda    (Metotrexato ) 2.5 mg  50 Tableta,OA230241,5,5,193.13,2026-03-31,ALLY-Farmacia,
7501249605818,Ifa Acxion,Ifa Acxion (Fentermina) 30 mg 30 Tab,2304356,5,4,337.73,2026-03-31,ALLY-Farmacia,
780083148805,Dolprofen,Dolprofen (Ibuprofeno) 800 mg 10 Tab,24140776,1,1,26.5,2026-03-31,ALLY-Farmacia,
7502009746321,Nisolver 100 ml,Nisolver 100 ml (Prednisolona) 1 mg 1 Solucion,241930,10,2,79.69,2026-03-31,ALLY-Farmacia,
7502213144012,Rofucal,Rofucal (Hidroclorotiazida) 25 mg 30 Tab,8114240303,1,1,301.62,2026-03-31,ALLY-Farmacia,
785118753955,Figral,Figral (Sildenafil) 50 mg 10 Tab,4C0492,18,18,43.7,2026-03-31,ALLY-Farmacia,
7501314704262,Sabro,Sabro (Aloglutamol) 120 ml 1 Suspensión,S2C143,2,2,200.29,2026-03-31,ALLY-Farmacia,
300650481779,Systane Complete ,Systane Complete    ()  1 Gotas,12LHN,2,1,518.68,2026-03-31,ALLY-Farmacia,
77011558,Tela Adhesiva Leukoplast 2.5cmX0.91m,Tela Adhesiva Leukoplast 2.5cmX0.91m    1 Cinta adhesiva,32733709,1,1,6.5,2026-03-31,ALLY-Farmacia,
7501349024649,Memantina,Memantina (Memantina) 20 mg 28 Tab,U24M351,2,2,123.6,2026-03-31,ALLY-Farmacia,
7502209858183,Cidorix,Cidorix   (Clopidogrel ) 75 mg  28 Tableta,SC24102,3,3,68.18,2026-03-31,ALLY-Farmacia,
7506317100462,Avirena,"Avirena   (Olmesartán, Amlodipino, Hidroclorotiazida ) 40 mg/10 mg/12.5 mg  28 Tableta",240564,1,1,1178.51,2026-03-31,ALLY-Farmacia,
7506442700407,Aripiprazol,Aripiprazol   (Aripiprazol ) 15 mg  20 Tableta,ARI4014,3,3,198.74,2026-03-31,ALLY-Farmacia,
7502213040031,Farmalor 60ml,"Farmalor 60ml (Betametasona,Loratadina) 0.1 g/0.005 g 1 Suspensión",4C494,1,1,20.93,2026-03-31,ALLY-Farmacia,
4015630981977,Accu-Chek Performa 50 Tiras,Accu-Chek Performa 50 Tiras   ()  50 Tiras,671477,10,1,352.32,2026-03-31,ALLY-Farmacia,
7503006916755,Sunam,Sunam   (Pramipexol ) 1.5 mg  30 Tableta,24607,2,1,939.54,2026-03-31,ALLY-Farmacia,
7501314705504,Evipress-H,Evipress-H   (Lercanidipino/Hidroclorotiazida ) null mg  30 Capsula,S4C980,2,1,1226.17,2026-03-31,ALLY-Farmacia,
8054083020518,Humira,Humira   (Adalimumab ) 40 mg  1 Solución inyectable,1252959,10,2,6500.0,2026-04-04,ALLY-Farmacia,
7502004403557,Vo-Remi,"Vo-Remi (Meclizina,Piridoxina) 25 mg/50 mg 12 Tab",240425,2,1,23.56,2026-04-18,ALLY-Farmacia,
7502247375840,Tificom,Tificom   (Irbesartán-Hidroclorotiazida ) 150/12.5 mg  28 Tableta,L24C0206,1,1,58.49,2026-04-30,ALLY-Farmacia,
7502009748066,Agua Micelar 5 en 1,Agua Micelar 5 en 1   (Agua ) 120 ml  0 Loción,10023014,2,1,18.31,2026-04-30,ALLY-Farmacia,
7501168810706,Salofalk,Salofalk   (Mesalazina ) 250 mg  30 Supositorio,0960423,4,6,253.1,2026-04-30,ALLY-Farmacia,
7501089801265,Atemperator LP,Atemperator LP (Valproato De Magnesio) 300 mg 20 Tab,23030177A,2,2,480.21,2026-04-30,ALLY-Farmacia,
7501446000744,Ácido Fólico,Ácido Fólico (Acido Fólico) 0.4 mg 90 Tab,240060,1,1,29.32,2026-04-30,ALLY-Farmacia,
7501590241093,Etagerin,Etagerin   (Silamarina ) 150 mg  60 Comprimido,24A02547,2,1,64.9,2026-04-30,ALLY-Farmacia,
7501349025844,Telmisartán,Telmisartán (Telmisartán) 40 mg 28 Tab,U24A442,1,1,59.51,2026-04-30,ALLY-Farmacia,
7502216936195,Sirdalud,Sirdalud   (Tizanidina ) 2 mg  20 Tableta,A011V9,2,1,526.51,2026-04-30,ALLY-Farmacia,
7501871720118,Tafenil,Tafenil (Flutamida) 250 mg 30 Tab,08125,3,1,1053.49,2026-04-30,ALLY-Farmacia,
7501349028036,Mometasona 18ml P/Inha,Mometasona 18ml P/Inha (Mometasona) 0.05 g 1 Suspensión,A24A292,1,1,112.96,2026-04-30,ALLY-Farmacia,
8054083020518,Humira,Humira   (Adalimumab ) 40 mg  1 Solución inyectable,1252959,4,4,6500.0,2026-04-30,ALLY-Farmacia,
7501300407047,Febrax ,"Febrax  (Naproxeno,Paracetamol) 275 mg/300 mg 15 Tab",232540,1,1,198.13,2026-04-30,ALLY-Farmacia,
759684231506,Gasa Estéril Jaloma 7.5 X 5 cm ,Gasa Estéril Jaloma 7.5 X 5 cm    ()  100 Sobres,0421G19,10,9,49.53,2026-04-30,ALLY-Farmacia,
7501328979502,Histiacil NF Adulto,"Histiacil NF Adulto 150 ml (Dextrometorfano, Ambroxol ) 225 mg/225 mg  1 Jarabe",EMX1219,2,2,92.32,2026-04-30,ALLY-Farmacia,
7501095409004,Granedín B Frambuesa,Granedín B Frambuesa   (Benzocaína ) 10 mg  24 Pastilla,SC071,2,2,85.28,2026-04-30,ALLY-Farmacia,
7501094914738,Glivec ,Glivec  (Imatinib) 100 mg 60 Comprimido,NX9484,4,2,18740.0,2026-04-30,ALLY-Farmacia,
7501125164675,Mepimer ,Mepimer    (Pramipexol ) 1 mg  30 Tableta,U24A487,3,3,424.57,2026-04-30,ALLY-Farmacia,
7506335700408,Nuvaplast,Nuvaplast 45 ml (Carboplatino ) 450 mg  1 Solución inyectable,M2404213,2,1,670.0,2026-04-30,ALLY-Farmacia,
7501070649074,Plasil,Plasil   (Metoclopramida ) 10 mg  30 Comprimido,509EB021,1,1,219.88,2026-04-30,ALLY-Farmacia,
7502009746499,Exicort,Exicort (Etoricoxib) 120 mg 7 Comprimido,242113,4,2,42.24,2026-04-30,ALLY-Farmacia,
5391189340656,Triplixam,"Triplixam   (Perindopril arginina, Indapamida, Amlodipino ) 10 mg/2.5 mg/10 mg  30 Tableta",742256,1,1,861.67,2026-04-30,ALLY-Farmacia,
7501082720082,Vaselina Nuvel Protección Para Bebé 230 G,Vaselina Nuvel Protección Para Bebé 230 G 230 g ()  1 Pasta,52489,4,2,48.7,2026-04-30,ALLY-Farmacia,
7506335700408,Nuvaplast,Nuvaplast 45 ml (Carboplatino ) 450 mg  1 Solución inyectable,M2404889,1,1,739.0,2026-04-30,ALLY-Farmacia,
759684231452,GASA JALOMA 10X10CM ,GASA JALOMA 10X10CM     10 Gasa,0421G13,10,9,11.02,2026-04-30,ALLY-Farmacia,
7730979095440,Eligard,Eligard   (Leuprorelina ) 45 mg  2 Suspensión,B001198,16,15,1000.0,2026-04-30,ALLY-Farmacia,
7501092777229,Alevian Duo,"Alevian Duo   ( Bromuro de pinaverio, Dimeticona ) 100 mg/300 mg  64 Capsula",12793093,2,1,1135.69,2026-04-30,ALLY-Farmacia,
5021791000432,FreeStyle Libre Monitoreo Glucosa,FreeStyle Libre Monitoreo Glucosa   ()  1 Otros,241229P,6,5,1310.52,2026-04-30,ALLY-Farmacia,
7501493889347,Futroken,Futroken (Nitrofurantoína) 100 mg 40 Cap,NF02524,3,3,63.83,2026-05-15,ALLY-Farmacia,
7501050613453,Afrin Adulto,Afrin Adulto 20 ml (Oximetazolina ) 0.05 %  1 Solución,2406914,5,1,72.5,2026-05-30,ALLY-Farmacia,
7501493889347,Futroken,Futroken (Nitrofurantoína) 100 mg 40 Cap,NF02524,1,1,60.0,2026-05-30,ALLY-Farmacia,
7730979095440,Eligard,Eligard   (Leuprorelina ) 45 mg  2 Suspensión,B001663,1,1,1000.0,2026-05-30,ALLY-Farmacia,
5016003770609,Tiras Contour Plus,Tiras Contour Plus   50 Tiras,DP4EQHH13A,5,5,238.0,2026-05-30,ALLY-Farmacia,
7501033955969,Samyr,Samyr   (Ademetionina ) 500 mg  40 Tableta,1258661,2,1,1852.43,2026-05-30,ALLY-Farmacia,
7501043101011,Combodart,"Combodart (Dutasterida,Tamsulosina) 0.5 mg/0.4 mg 30 Cap",5893474B,5,1,984.18,2026-05-30,ALLY-Farmacia,
7501125109928,Soldrin Otico,"Soldrin Otico (Hidrocortisona,Cloranfenicol,Benzocaína) 10 mg/25 mg/20 mg 1 Gotas",G24N010,5,4,121.22,2026-05-30,ALLY-Farmacia,
7501092771975,Pantoprazol IV,Pantoprazol IV 10 ml (Pantoprazol  ) 40 mg  1 Solución inyectable,12816610,2,2,361.12,2026-05-30,ALLY-Farmacia,
7501871720682,Tafirol Flex,"Tafirol Flex (Paracetamol,Clorzoxazona) 300 mg/250 mg 30 Tab",08357,4,1,839.3,2026-05-30,ALLY-Farmacia,
7501082243512,Verzenio,Verzenio   (Abemaciclib ) 50 mg  56 Tableta,D702947,1,1,49000.0,2026-05-30,ALLY-Farmacia,
7501043101011,Combodart,"Combodart (Dutasterida,Tamsulosina) 0.5 mg/0.4 mg 30 Cap",5893474B,3,1,984.18,2026-05-30,ALLY-Farmacia,
736085400892,3 A Ofteno 1% Gotas 5ml,3 A Ofteno 1% Gotas 5ml (Diclofenaco) 1 mg 1 Solución Oftálmico,4029348,3,2,630.57,2026-05-30,ALLY-Farmacia,
7501563111576,Cepillo Quirurgico desechable con Jabón líquido neutro,Cepillo Quirurgico desechable con Jabón líquido neutro    1 Otros,CBJ052401,10,6,34.56,2026-05-30,ALLY-Farmacia,
7501033955969,Samyr,Samyr   (Ademetionina ) 500 mg  40 Tableta,1258661,3,1,1852.43,2026-05-30,ALLY-Farmacia,
7503006698323,Microdacyn 60,Microdacyn 60   (Solución antiséptico ) 240 ml  1 Spray,04SEP24,5,2,239.65,2026-05-30,ALLY-Farmacia,
7730979095440,Eligard,Eligard   (Leuprorelina ) 45 mg  2 Suspensión,B001662,3,3,1000.0,2026-05-30,ALLY-Farmacia,
7503002772508,Alivoato,Alivoato (Sucralfato) 1 g 40 Tab,4E297,1,1,53.33,2026-05-31,ALLY-Farmacia,
7501125112935,Pisacaína 2% con Epinefrina,"Pisacaína 2% con Epinefrina 50 ml (Pisacaína, Epinefrina ) 20 mg/0.005 mg  1 Solución inyectable",C24Y306,3,2,70.68,2026-05-31,ALLY-Farmacia,
7501384520601,Kriadex,Kriadex 20 ml (Clonazepam ) 2.5 mg  1 Solución,5560524,1,1,302.9,2026-05-31,ALLY-Farmacia,
7501384545956,Arquera,Arquera   (Duloxetina ) 30 mg  28 Capsula,7460524,1,1,544.29,2026-05-31,ALLY-Farmacia,
7501125116810,Agrifen ,"Agrifen  (Paracetamol,Cafeína,Fenilefrina,Clorfenamina) 500 mg/25 mg/5 mg/4 mg 10 Tab",U24M045,180,44,19.5,2026-05-31,ALLY-Farmacia,
7502245840180,Orvifalis,Orvifalis 2 ml (Orfenadrina ) 60 mg  6 Solución,OR24E02,1,1,128.1,2026-05-31,ALLY-Farmacia,
7501037946154,Micardis,Micardis   (Telmisartán ) 40 mg  14 Tableta,F21862,2,2,620.32,2026-05-31,ALLY-Farmacia,
7501050613453,Afrin Adulto,Afrin Adulto 20 ml (Oximetazolina ) 0.05 %  1 Solución,2406917,6,6,72.5,2026-05-31,ALLY-Farmacia,
7501050613453,Afrin Adulto,Afrin Adulto 20 ml (Oximetazolina ) 0.05 %  1 Solución,2406917,6,6,72.5,2026-05-31,ALLY-Farmacia,
7506022313980,Mascarilla para Oxigeno Con Dispositivo No Reflujo,Mascarilla para Oxigeno Con Dispositivo No Reflujo   1 Solido,2306577214,1,1,22.96,2026-05-31,ALLY-Farmacia,
780083140663,Gimalxina,Gimalxina (Amoxicilina) 500 mg 12 Cap,23240289,4,4,23.15,2026-05-31,ALLY-Farmacia,
7502009745485,Ideliver Pro,Ideliver Pro (Duloxetina) 30 mg 7 Tab,243088,4,3,47.73,2026-05-31,ALLY-Farmacia,
7501125111105,Agua Inyectable Sol 10 ml,Agua Inyectable Sol 10 ml    1 Ampolletas,R24Y79,10,10,5.44,2026-05-31,ALLY-Farmacia,
785120754810,Atorlip,Atorlip (Atorvastatina) 20 mg 10 Tab,4E0986,3,3,37.8,2026-05-31,ALLY-Farmacia,
7501101611568,Predial Plus,Predial Plus (Metformina) 850 mg 60 Tab,24E115V1,1,1,706.18,2026-05-31,ALLY-Farmacia,
7502009748295,Fiurox IV/IM ,Fiurox IV/IM  (Butilhioscina O Hioscina) 20 mg 3 ,243364,10,9,26.67,2026-05-31,ALLY-Farmacia,
7506442703880,Sitagliptina,Sitagliptina   (Sitagliptina ) 100 mg  28 Tableta,FD240325,3,2,307.78,2026-05-31,ALLY-Farmacia,
7501836006042,Virindrez,Virindrez (Oximetazolina) 0.05 % 1 Solución,24D063,4,4,21.74,2026-05-31,ALLY-Farmacia,
